Loop View,Loop ID,Loop Name,Loop Status,Compliance Status,Tags,Created Date,Closing Date,Expiration Date,Listing Date,Joined Date,Offer Date,Address,Price,Created By,Created By Admin,Agents,Property Address / City,Property Address / Country,Property Address / County,Property Address / State/Prov,Property Address / Street Name,Property Address / Street Number,Property Address / Zip/Postal Code,Contract Dates / Closing Date,Contract Dates / Contract Agreement Date,Financials / Earnest Money Amount,Financials / Earnest Money Held By,Financials / Purchase/Sale Price,Financials / Sale Commission Rate,Financials / Sale Commission Split $ - Buy Side,Financials / Sale Commission Split $ - Sell Side,Financials / Sale Commission Split % - Buy Side,Financials / Sale Commission Split % - Sell Side,Financials / Sale Commission Total,Listing Information / Current Price,Listing Information / Original Price,Listing Information / Listing Date,Property / Bathrooms,Property / Bedrooms,Property / Lot Size,Property / Square Footage,Property / Type,Property / Year Built,Referral / Referral %,Referral / Referral Source,Company Information / office managing broker,Net to Office
300000188,300000188,"6790 Elm St, Atlanta, GA 30000",Under Contract,Pending,,2025-02-17,2025-06-02,2025-08-16,2025-02-17,2025-02-17,2025-04-21,"6790 Elm St, Atlanta, GA 30000","$448,900.00",Ashley Martin,false,Ashley Martin,Atlanta,USA,Fulton,GA,"Elm St,",6790,30000,2025-06-02,2025-04-21,"$4,489.00",Broker,"$448,900.00",3%,,"$13,467.00",0%,3%,"$13,467.00","$448,900.00","$491,900.00",02/17/2025,3,5,19055,4235,Townhouse,1990,0%,Walk-in,John Broker,"$2,693.40"
300000189,300000189,"6227 Hillcrest Rd, Marietta, GA 30000",Archived,Pending,,2025-03-20,,2025-09-16,2025-03-20,2025-03-20,2025-04-28,"6227 Hillcrest Rd, Marietta, GA 30000","$551,900.00",Christopher Harris,false,Christopher Harris,Marietta,USA,Fulton,GA,"Hillcrest Rd,",6227,30000,,2025-04-28,"$5,519.00",Broker,"$551,900.00",3%,"$16,557.00","$16,557.00",3%,3%,"$33,114.00","$551,900.00","$564,900.00",03/20/2025,2,6,22680,3878,Condo,2012,0%,Realtor.com,John Broker,"$6,622.80"
300000190,300000190,"9593 Cedar Blvd, Sandy Springs, GA 30000",Under Contract,Pending,,2025-12-17,2026-03-14,2026-06-15,2025-12-17,2025-12-17,2026-01-17,"9593 Cedar Blvd, Sandy Springs, GA 30000","$411,900.00",Robert Anderson,false,Robert Anderson,Sandy Springs,USA,Fulton,GA,"Cedar Blvd,",9593,30000,2026-03-14,2026-01-17,"$4,119.00",Broker,"$411,900.00",3%,"$12,357.00",,3%,0%,"$12,357.00","$411,900.00","$456,900.00",12/17/2025,3,3,8267,2748,Condo,1995,0%,Sphere of Influence,John Broker,"$2,471.40"
300000191,300000191,"2488 Lakeview Dr, Alpharetta, GA 30000",Under Contract,Pending,,2025-09-24,2026-01-23,2026-03-23,2025-09-24,2025-09-24,2025-12-14,"2488 Lakeview Dr, Alpharetta, GA 30000","$462,900.00",Amanda Garcia,false,Amanda Garcia,Alpharetta,USA,Fulton,GA,"Lakeview Dr,",2488,30000,2026-01-23,2025-12-14,"$4,629.00",Broker,"$462,900.00",3%,"$13,887.00","$13,887.00",3%,3%,"$27,774.00","$462,900.00","$475,900.00",09/24/2025,3,6,20869,1867,Single Family,1990,0%,Open House,John Broker,"$5,554.80"
300000192,300000192,"7405 Pine Ln, Atlanta, GA 30000",Under Contract,Pending,,2025-10-08,2026-01-30,2026-04-06,2025-10-08,2025-10-08,2025-12-21,"7405 Pine Ln, Atlanta, GA 30000","$214,000.00",Jennifer Taylor,false,Jennifer Taylor,Atlanta,USA,Fulton,GA,"Pine Ln,",7405,30000,2026-01-30,2025-12-21,"$2,140.00",Broker,"$214,000.00",3%,"$6,420.00",,3%,0%,"$6,420.00","$214,000.00","$227,000.00",10/08/2025,3,4,34433,3428,Condo,1997,0%,Direct Mail,John Broker,"$1,284.00"
300000193,300000193,"2095 Park Pl, Kennesaw, GA 30000",Active Listings,Pending,Top Producer,2025-03-23,,2025-09-19,2025-03-23,2025-03-23,,"2095 Park Pl, Kennesaw, GA 30000","$984,000.00",William Jackson,false,William Jackson,Kennesaw,USA,Fulton,GA,"Park Pl,",2095,30000,,,"$9,840.00",Broker,"$984,000.00",3%,"$29,520.00","$29,520.00",3%,3%,"$59,040.00","$984,000.00","$984,000.00",03/23/2025,3,4,18467,1778,Multi-Family,1995,0%,Walk-in,John Broker,"$11,808.00"
300000194,300000194,"2919 Elm St, Decatur, GA 30000",Active Listings,Pending,,2025-08-25,,2026-02-21,2025-08-25,2025-08-25,,"2919 Elm St, Decatur, GA 30000","$546,900.00",Ashley Martin,false,Ashley Martin,Decatur,USA,Fulton,GA,"Elm St,",2919,30000,,,"$5,469.00",Broker,"$546,900.00",3%,,"$16,407.00",0%,3%,"$16,407.00","$546,900.00","$579,900.00",08/25/2025,3,4,38541,3731,Condo,1993,0%,Zillow,John Broker,"$3,281.40"
300000195,300000195,"9376 Hillcrest Rd, Alpharetta, GA 30000",Under Contract,Pending,Top Producer,2025-11-24,2026-03-02,2026-05-23,2025-11-24,2025-11-24,2026-01-04,"9376 Hillcrest Rd, Alpharetta, GA 30000","$932,000.00",Jessica Davis,false,Jessica Davis,Alpharetta,USA,Fulton,GA,"Hillcrest Rd,",9376,30000,2026-03-02,2026-01-04,"$9,320.00",Broker,"$932,000.00",3%,,"$27,960.00",0%,3%,"$27,960.00","$932,000.00","$942,000.00",11/24/2025,3,4,32363,2333,Multi-Family,1982,25%,Referral,John Broker,"$5,592.00"
300000196,300000196,"3027 Hillcrest Rd, Kennesaw, GA 30000",Sold,Approved,Top Producer,2025-03-05,2025-07-20,2025-09-01,2025-03-05,2025-03-05,2025-05-27,"3027 Hillcrest Rd, Kennesaw, GA 30000","$941,900.00",Sarah Miller,false,Sarah Miller,Kennesaw,USA,Fulton,GA,"Hillcrest Rd,",3027,30000,2025-07-20,2025-05-27,"$9,419.00",Broker,"$941,900.00",3%,"$28,257.00","$28,257.00",3%,3%,"$56,514.00","$941,900.00","$941,900.00",03/05/2025,3,3,39727,2417,Single Family,2017,0%,Realtor.com,John Broker,"$11,302.80"
300000197,300000197,"1083 Cedar Blvd, Kennesaw, GA 30000",Sold,Approved,,2025-11-05,2026-01-02,2026-05-04,2025-11-05,2025-11-05,2025-11-21,"1083 Cedar Blvd, Kennesaw, GA 30000","$493,900.00",Christopher Harris,false,Christopher Harris,Kennesaw,USA,Fulton,GA,"Cedar Blvd,",1083,30000,2026-01-02,2025-11-21,"$4,939.00",Broker,"$493,900.00",3%,,"$14,817.00",0%,3%,"$14,817.00","$493,900.00","$493,900.00",11/05/2025,4,4,31816,3339,Condo,2004,0%,Facebook Ads,John Broker,"$2,963.40"
300000198,300000198,"3861 Main St, Decatur, GA 30000",Under Contract,Pending,,2025-05-28,2025-09-16,2025-11-24,2025-05-28,2025-05-28,2025-07-23,"3861 Main St, Decatur, GA 30000","$538,000.00",William Jackson,false,William Jackson,Decatur,USA,Fulton,GA,"Main St,",3861,30000,2025-09-16,2025-07-23,"$5,380.00",Broker,"$538,000.00",3%,,"$16,140.00",0%,3%,"$16,140.00","$538,000.00","$560,000.00",05/28/2025,2,6,35396,4033,Multi-Family,2017,0%,Walk-in,John Broker,"$3,228.00"
300000199,300000199,"5520 Elm St, Roswell, GA 30000",Archived,Pending,Top Producer,2025-12-23,,2026-06-21,2025-12-23,2025-12-23,2026-01-11,"5520 Elm St, Roswell, GA 30000","$1,104,900.00",Elizabeth White,false,Elizabeth White,Roswell,USA,Fulton,GA,"Elm St,",5520,30000,,2026-01-11,"$11,049.00",Broker,"$1,104,900.00",3%,,"$33,147.00",0%,3%,"$33,147.00","$1,104,900.00","$1,113,900.00",12/23/2025,2,6,33091,3692,Single Family,2007,0%,Open House,John Broker,"$6,629.40"
300000200,300000200,"5233 Cedar Blvd, Woodstock, GA 30000",Active Listings,Pending,,2025-04-08,,2025-10-05,2025-04-08,2025-04-08,,"5233 Cedar Blvd, Woodstock, GA 30000","$323,900.00",Jessica Davis,false,Jessica Davis,Woodstock,USA,Fulton,GA,"Cedar Blvd,",5233,30000,,,"$3,239.00",Broker,"$323,900.00",3%,,"$9,717.00",0%,3%,"$9,717.00","$323,900.00","$323,900.00",04/08/2025,3,4,32993,4719,Land,2014,0%,Open House,John Broker,"$1,943.40"
300000201,300000201,"7357 Washington Ave, Decatur, GA 30000",Under Contract,Pending,,2025-04-09,2025-06-28,2025-10-06,2025-04-09,2025-04-09,2025-04-30,"7357 Washington Ave, Decatur, GA 30000","$509,900.00",Amanda Garcia,false,Amanda Garcia,Decatur,USA,Fulton,GA,"Washington Ave,",7357,30000,2025-06-28,2025-04-30,"$5,099.00",Broker,"$509,900.00",3%,,"$15,297.00",0%,3%,"$15,297.00","$509,900.00","$536,900.00",04/09/2025,4,4,18748,4444,Condo,1999,0%,Walk-in,John Broker,"$3,059.40"
300000202,300000202,"3985 Hillcrest Rd, Marietta, GA 30000",Under Contract,Pending,,2025-04-05,2025-06-14,2025-10-02,2025-04-05,2025-04-05,2025-04-18,"3985 Hillcrest Rd, Marietta, GA 30000","$347,900.00",Elizabeth White,false,Elizabeth White,Marietta,USA,Fulton,GA,"Hillcrest Rd,",3985,30000,2025-06-14,2025-04-18,"$3,479.00",Broker,"$347,900.00",3%,"$10,437.00",,3%,0%,"$10,437.00","$347,900.00","$347,900.00",04/05/2025,5,5,39738,3519,Land,2014,0%,Open House,John Broker,"$2,087.40"
300000203,300000203,"3262 Maple Dr, Smyrna, GA 30000",Active Listings,Pending,,2025-04-07,,2025-10-04,2025-04-07,2025-04-07,,"3262 Maple Dr, Smyrna, GA 30000","$236,900.00",David Martinez,false,David Martinez,Smyrna,USA,Fulton,GA,"Maple Dr,",3262,30000,,,"$2,369.00",Broker,"$236,900.00",3%,"$7,107.00",,3%,0%,"$7,107.00","$236,900.00","$236,900.00",04/07/2025,5,4,39772,3599,Land,2011,0%,Realtor.com,John Broker,"$1,421.40"
300000204,300000204,"1046 Elm St, Marietta, GA 30000",Active Listings,Pending,,2025-03-10,,2025-09-06,2025-03-10,2025-03-10,,"1046 Elm St, Marietta, GA 30000","$198,900.00",James Wilson,false,James Wilson,Marietta,USA,Fulton,GA,"Elm St,",1046,30000,,,"$1,989.00",Broker,"$198,900.00",3%,,"$5,967.00",0%,3%,"$5,967.00","$198,900.00","$209,900.00",03/10/2025,5,4,21846,4273,Land,2008,25%,Referral,John Broker,"$1,193.40"
300000205,300000205,"525 Maple Dr, Woodstock, GA 30000",Active Listings,Pending,,2025-07-06,,2026-01-02,2025-07-06,2025-07-06,,"525 Maple Dr, Woodstock, GA 30000","$432,900.00",David Martinez,false,David Martinez,Woodstock,USA,Fulton,GA,"Maple Dr,",525,30000,,,"$4,329.00",Broker,"$432,900.00",3%,"$12,987.00","$12,987.00",3%,3%,"$25,974.00","$432,900.00","$432,900.00",07/06/2025,4,4,22558,4954,Condo,1995,0%,Walk-in,John Broker,"$5,194.80"
300000206,300000206,"9264 Cedar Blvd, Decatur, GA 30000",Sold,Approved,,2025-04-26,2025-08-06,2025-10-23,2025-04-26,2025-04-26,2025-06-13,"9264 Cedar Blvd, Decatur, GA 30000","$500,900.00",Matthew Thompson,false,Matthew Thompson,Decatur,USA,Fulton,GA,"Cedar Blvd,",9264,30000,2025-08-06,2025-06-13,"$5,009.00",Broker,"$500,900.00",3%,,"$15,027.00",0%,3%,"$15,027.00","$500,900.00","$500,900.00",04/26/2025,4,5,28004,2948,Condo,2017,0%,Sphere of Influence,John Broker,"$3,005.40"
300000207,300000207,"2676 Elm St, Sandy Springs, GA 30000",Sold,Approved,,2025-04-19,2025-06-02,2025-10-16,2025-04-19,2025-04-19,2025-04-25,"2676 Elm St, Sandy Springs, GA 30000","$727,900.00",James Wilson,false,James Wilson,Sandy Springs,USA,Fulton,GA,"Elm St,",2676,30000,2025-06-02,2025-04-25,"$7,279.00",Broker,"$727,900.00",3%,,"$21,837.00",0%,3%,"$21,837.00","$727,900.00","$727,900.00",04/19/2025,2,5,30667,3475,Townhouse,2010,0%,Zillow,John Broker,"$4,367.40"
300000208,300000208,"3558 Oak Ave, Woodstock, GA 30000",Sold,Approved,,2025-04-30,2025-08-18,2025-10-27,2025-04-30,2025-04-30,2025-07-05,"3558 Oak Ave, Woodstock, GA 30000","$372,000.00",William Jackson,false,William Jackson,Woodstock,USA,Fulton,GA,"Oak Ave,",3558,30000,2025-08-18,2025-07-05,"$3,720.00",Broker,"$372,000.00",3%,"$11,160.00","$11,160.00",3%,3%,"$22,320.00","$372,000.00","$372,000.00",04/30/2025,2,3,8081,2090,Condo,2000,0%,Direct Mail,John Broker,"$4,464.00"
300000209,300000209,"6871 Main St, Lawrenceville, GA 30000",Archived,Pending,,2025-06-10,,2025-12-07,2025-06-10,2025-06-10,2025-06-15,"6871 Main St, Lawrenceville, GA 30000","$393,000.00",Sarah Miller,false,Sarah Miller,Lawrenceville,USA,Fulton,GA,"Main St,",6871,30000,,2025-06-15,"$3,930.00",Broker,"$393,000.00",3%,,"$11,790.00",0%,3%,"$11,790.00","$393,000.00","$400,000.00",06/10/2025,5,6,14973,1526,Land,2024,0%,Direct Mail,John Broker,"$2,358.00"
300000210,300000210,"1152 Cedar Blvd, Decatur, GA 30000",Under Contract,Pending,,2025-08-15,2025-10-28,2026-02-11,2025-08-15,2025-08-15,2025-09-10,"1152 Cedar Blvd, Decatur, GA 30000","$446,900.00",James Wilson,false,James Wilson,Decatur,USA,Fulton,GA,"Cedar Blvd,",1152,30000,2025-10-28,2025-09-10,"$4,469.00",Broker,"$446,900.00",3%,,"$13,407.00",0%,3%,"$13,407.00","$446,900.00","$464,900.00",08/15/2025,4,3,23451,3805,Single Family,2002,0%,Realtor.com,John Broker,"$2,681.40"
300000211,300000211,"2088 Maple Dr, Woodstock, GA 30000",Under Contract,Pending,,2025-03-11,2025-06-14,2025-09-07,2025-03-11,2025-03-11,2025-04-18,"2088 Maple Dr, Woodstock, GA 30000","$411,900.00",Jennifer Taylor,false,Jennifer Taylor,Woodstock,USA,Fulton,GA,"Maple Dr,",2088,30000,2025-06-14,2025-04-18,"$4,119.00",Broker,"$411,900.00",3%,"$12,357.00",,3%,0%,"$12,357.00","$411,900.00","$448,900.00",03/11/2025,3,3,36477,3636,Condo,2021,0%,Realtor.com,John Broker,"$2,471.40"
300000212,300000212,"2902 Hillcrest Rd, Smyrna, GA 30000",Under Contract,Pending,Top Producer,2026-01-15,2026-04-22,2026-07-14,2026-01-15,2026-01-15,2026-03-06,"2902 Hillcrest Rd, Smyrna, GA 30000","$1,269,900.00",Amanda Garcia,false,Amanda Garcia,Smyrna,USA,Fulton,GA,"Hillcrest Rd,",2902,30000,2026-04-22,2026-03-06,"$12,699.00",Broker,"$1,269,900.00",3%,"$38,097.00","$38,097.00",3%,3%,"$76,194.00","$1,269,900.00","$1,269,900.00",01/15/2026,2,4,35268,3101,Single Family,1983,0%,Zillow,John Broker,"$15,238.80"
300000213,300000213,"545 Pine Ln, Sandy Springs, GA 30000",Sold,Approved,Top Producer,2025-04-21,2025-07-12,2025-10-18,2025-04-21,2025-04-21,2025-05-21,"545 Pine Ln, Sandy Springs, GA 30000","$1,224,900.00",Jennifer Taylor,false,Jennifer Taylor,Sandy Springs,USA,Fulton,GA,"Pine Ln,",545,30000,2025-07-12,2025-05-21,"$12,249.00",Broker,"$1,224,900.00",3%,"$36,747.00",,3%,0%,"$36,747.00","$1,224,900.00","$1,224,900.00",04/21/2025,2,5,11411,2895,Single Family,1989,0%,Walk-in,John Broker,"$7,349.40"
300000214,300000214,"5287 Elm St, Atlanta, GA 30000",Sold,Approved,Top Producer,2025-03-21,2025-07-25,2025-09-17,2025-03-21,2025-03-21,2025-06-08,"5287 Elm St, Atlanta, GA 30000","$1,179,000.00",Robert Anderson,false,Robert Anderson,Atlanta,USA,Fulton,GA,"Elm St,",5287,30000,2025-07-25,2025-06-08,"$11,790.00",Broker,"$1,179,000.00",3%,,"$35,370.00",0%,3%,"$35,370.00","$1,179,000.00","$1,179,000.00",03/21/2025,2,3,29859,4392,Multi-Family,2016,25%,Referral,John Broker,"$7,074.00"
300000215,300000215,"4254 Cedar Blvd, Decatur, GA 30000",Sold,Approved,Top Producer,2025-08-01,2025-12-07,2026-01-28,2025-08-01,2025-08-01,2025-10-08,"4254 Cedar Blvd, Decatur, GA 30000","$934,900.00",Elizabeth White,false,Elizabeth White,Decatur,USA,Fulton,GA,"Cedar Blvd,",4254,30000,2025-12-07,2025-10-08,"$9,349.00",Broker,"$934,900.00",3%,"$28,047.00","$28,047.00",3%,3%,"$56,094.00","$934,900.00","$982,900.00",08/01/2025,2,3,37209,1707,Single Family,1987,0%,Direct Mail,John Broker,"$11,218.80"
300000216,300000216,"409 Oak Ave, Marietta, GA 30000",Sold,Approved,,2025-07-11,2025-08-28,2026-01-07,2025-07-11,2025-07-11,2025-07-20,"409 Oak Ave, Marietta, GA 30000","$303,000.00",Ashley Martin,false,Ashley Martin,Marietta,USA,Fulton,GA,"Oak Ave,",409,30000,2025-08-28,2025-07-20,"$3,030.00",Broker,"$303,000.00",3%,,"$9,090.00",0%,3%,"$9,090.00","$303,000.00","$315,000.00",07/11/2025,2,5,36991,4283,Condo,2022,25%,Referral,John Broker,"$1,818.00"
300000217,300000217,"7749 Hillcrest Rd, Marietta, GA 30000",Active Listings,Pending,Top Producer,2025-03-23,,2025-09-19,2025-03-23,2025-03-23,,"7749 Hillcrest Rd, Marietta, GA 30000","$943,000.00",Michael Brown,false,Michael Brown,Marietta,USA,Fulton,GA,"Hillcrest Rd,",7749,30000,,,"$9,430.00",Broker,"$943,000.00",3%,,"$28,290.00",0%,3%,"$28,290.00","$943,000.00","$986,000.00",03/23/2025,3,4,17733,1711,Single Family,2006,0%,Direct Mail,John Broker,"$5,658.00"
300000218,300000218,"1447 Washington Ave, Smyrna, GA 30000",Sold,Approved,,2025-06-29,2025-09-08,2025-12-26,2025-06-29,2025-06-29,2025-07-11,"1447 Washington Ave, Smyrna, GA 30000","$543,900.00",Michael Brown,false,Michael Brown,Smyrna,USA,Fulton,GA,"Washington Ave,",1447,30000,2025-09-08,2025-07-11,"$5,439.00",Broker,"$543,900.00",3%,,"$16,317.00",0%,3%,"$16,317.00","$543,900.00","$563,900.00",06/29/2025,3,3,25735,4792,Townhouse,2008,0%,Realtor.com,John Broker,"$3,263.40"
300000219,300000219,"8586 Park Pl, Marietta, GA 30000",Sold,Approved,Top Producer,2025-03-13,2025-07-28,2025-09-09,2025-03-13,2025-03-13,2025-05-29,"8586 Park Pl, Marietta, GA 30000","$906,900.00",Elizabeth White,false,Elizabeth White,Marietta,USA,Fulton,GA,"Park Pl,",8586,30000,2025-07-28,2025-05-29,"$9,069.00",Broker,"$906,900.00",3%,"$27,207.00",,3%,0%,"$27,207.00","$906,900.00","$946,900.00",03/13/2025,2,4,24012,3869,Single Family,2002,0%,Walk-in,John Broker,"$5,441.40"
300000220,300000220,"9649 Washington Ave, Atlanta, GA 30000",Sold,Approved,,2025-07-19,2025-10-02,2026-01-15,2025-07-19,2025-07-19,2025-08-28,"9649 Washington Ave, Atlanta, GA 30000","$737,000.00",Matthew Thompson,false,Matthew Thompson,Atlanta,USA,Fulton,GA,"Washington Ave,",9649,30000,2025-10-02,2025-08-28,"$7,370.00",Broker,"$737,000.00",3%,,"$22,110.00",0%,3%,"$22,110.00","$737,000.00","$737,000.00",07/19/2025,4,3,30601,2323,Townhouse,2016,0%,Zillow,John Broker,"$4,422.00"
300000221,300000221,"7010 Oak Ave, Decatur, GA 30000",Under Contract,Pending,,2025-11-24,2026-03-21,2026-05-23,2025-11-24,2025-11-24,2026-01-25,"7010 Oak Ave, Decatur, GA 30000","$333,900.00",David Martinez,false,David Martinez,Decatur,USA,Fulton,GA,"Oak Ave,",7010,30000,2026-03-21,2026-01-25,"$3,339.00",Broker,"$333,900.00",3%,,"$10,017.00",0%,3%,"$10,017.00","$333,900.00","$355,900.00",11/24/2025,2,4,25232,1898,Condo,1996,0%,Walk-in,John Broker,"$2,003.40"
300000222,300000222,"6303 Maple Dr, Lawrenceville, GA 30000",Sold,Approved,,2025-03-11,2025-05-23,2025-09-07,2025-03-11,2025-03-11,2025-04-20,"6303 Maple Dr, Lawrenceville, GA 30000","$315,000.00",Christopher Harris,false,Christopher Harris,Lawrenceville,USA,Fulton,GA,"Maple Dr,",6303,30000,2025-05-23,2025-04-20,"$3,150.00",Broker,"$315,000.00",3%,"$9,450.00",,3%,0%,"$9,450.00","$315,000.00","$327,000.00",03/11/2025,2,4,19497,2194,Townhouse,1988,0%,Facebook Ads,John Broker,"$1,890.00"
300000223,300000223,"4732 Main St, Sandy Springs, GA 30000",Active Listings,Pending,Top Producer,2025-04-15,,2025-10-12,2025-04-15,2025-04-15,,"4732 Main St, Sandy Springs, GA 30000","$1,198,900.00",Amanda Garcia,false,Amanda Garcia,Sandy Springs,USA,Fulton,GA,"Main St,",4732,30000,,,"$11,989.00",Broker,"$1,198,900.00",3%,"$35,967.00",,3%,0%,"$35,967.00","$1,198,900.00","$1,209,900.00",04/15/2025,2,5,11203,2036,Single Family,2000,0%,Open House,John Broker,"$7,193.40"
300000224,300000224,"3739 Oak Ave, Atlanta, GA 30000",Under Contract,Pending,,2025-06-15,2025-10-29,2025-12-12,2025-06-15,2025-06-15,2025-09-12,"3739 Oak Ave, Atlanta, GA 30000","$310,900.00",Lisa Thomas,false,Lisa Thomas,Atlanta,USA,Fulton,GA,"Oak Ave,",3739,30000,2025-10-29,2025-09-12,"$3,109.00",Broker,"$310,900.00",3%,,"$9,327.00",0%,3%,"$9,327.00","$310,900.00","$325,900.00",06/15/2025,2,4,27440,3497,Townhouse,2008,0%,Sphere of Influence,John Broker,"$1,865.40"
300000225,300000225,"5061 Main St, Marietta, GA 30000",Under Contract,Pending,Top Producer,2025-12-18,2026-03-10,2026-06-16,2025-12-18,2025-12-18,2026-02-02,"5061 Main St, Marietta, GA 30000","$804,900.00",Christopher Harris,false,Christopher Harris,Marietta,USA,Fulton,GA,"Main St,",5061,30000,2026-03-10,2026-02-02,"$8,049.00",Broker,"$804,900.00",3%,"$24,147.00","$24,147.00",3%,3%,"$48,294.00","$804,900.00","$804,900.00",12/18/2025,3,6,29916,1862,Single Family,1983,0%,Direct Mail,John Broker,"$9,658.80"
300000226,300000226,"617 Pine Ln, Lawrenceville, GA 30000",Under Contract,Pending,,2025-12-28,2026-03-13,2026-06-26,2025-12-28,2025-12-28,2026-01-12,"617 Pine Ln, Lawrenceville, GA 30000","$543,900.00",Robert Anderson,false,Robert Anderson,Lawrenceville,USA,Fulton,GA,"Pine Ln,",617,30000,2026-03-13,2026-01-12,"$5,439.00",Broker,"$543,900.00",3%,"$16,317.00","$16,317.00",3%,3%,"$32,634.00","$543,900.00","$553,900.00",12/28/2025,4,4,32778,4793,Condo,2012,25%,Referral,John Broker,"$6,526.80"
300000227,300000227,"5748 Elm St, Sandy Springs, GA 30000",Under Contract,Pending,Top Producer,2025-04-08,2025-07-14,2025-10-05,2025-04-08,2025-04-08,2025-05-16,"5748 Elm St, Sandy Springs, GA 30000","$1,138,900.00",Matthew Thompson,false,Matthew Thompson,Sandy Springs,USA,Fulton,GA,"Elm St,",5748,30000,2025-07-14,2025-05-16,"$11,389.00",Broker,"$1,138,900.00",3%,,"$34,167.00",0%,3%,"$34,167.00","$1,138,900.00","$1,158,900.00",04/08/2025,3,5,23703,4747,Multi-Family,1981,0%,Sphere of Influence,John Broker,"$6,833.40"
300000228,300000228,"5090 Elm St, Sandy Springs, GA 30000",Active Listings,Pending,,2025-12-01,,2026-05-30,2025-12-01,2025-12-01,,"5090 Elm St, Sandy Springs, GA 30000","$390,900.00",Ashley Martin,false,Ashley Martin,Sandy Springs,USA,Fulton,GA,"Elm St,",5090,30000,,,"$3,909.00",Broker,"$390,900.00",3%,"$11,727.00","$11,727.00",3%,3%,"$23,454.00","$390,900.00","$425,900.00",12/01/2025,4,5,29508,4359,Condo,1985,0%,Zillow,John Broker,"$4,690.80"
300000229,300000229,"9683 Maple Dr, Marietta, GA 30000",Under Contract,Pending,,2026-01-10,2026-03-26,2026-07-09,2026-01-10,2026-01-10,2026-01-25,"9683 Maple Dr, Marietta, GA 30000","$477,000.00",Amanda Garcia,false,Amanda Garcia,Marietta,USA,Fulton,GA,"Maple Dr,",9683,30000,2026-03-26,2026-01-25,"$4,770.00",Broker,"$477,000.00",3%,"$14,310.00",,3%,0%,"$14,310.00","$477,000.00","$520,000.00",01/10/2026,4,4,25816,2052,Single Family,2000,0%,Open House,John Broker,"$2,862.00"
300000230,300000230,"7629 Cedar Blvd, Sandy Springs, GA 30000",Sold,Approved,,2025-08-04,2025-12-08,2026-01-31,2025-08-04,2025-08-04,2025-10-18,"7629 Cedar Blvd, Sandy Springs, GA 30000","$538,000.00",Elizabeth White,false,Elizabeth White,Sandy Springs,USA,Fulton,GA,"Cedar Blvd,",7629,30000,2025-12-08,2025-10-18,"$5,380.00",Broker,"$538,000.00",3%,"$16,140.00",,3%,0%,"$16,140.00","$538,000.00","$558,000.00",08/04/2025,4,4,39678,4971,Townhouse,2023,25%,Referral,John Broker,"$3,228.00"
300000231,300000231,"4064 Elm St, Marietta, GA 30000",Under Contract,Pending,Top Producer,2025-03-14,2025-05-10,2025-09-10,2025-03-14,2025-03-14,2025-04-02,"4064 Elm St, Marietta, GA 30000","$975,900.00",James Wilson,false,James Wilson,Marietta,USA,Fulton,GA,"Elm St,",4064,30000,2025-05-10,2025-04-02,"$9,759.00",Broker,"$975,900.00",3%,,"$29,277.00",0%,3%,"$29,277.00","$975,900.00","$1,004,900.00",03/14/2025,2,5,19007,1803,Single Family,1989,0%,Zillow,John Broker,"$5,855.40"
300000232,300000232,"9116 Washington Ave, Sandy Springs, GA 30000",Archived,Pending,Top Producer,2025-11-15,,2026-05-14,2025-11-15,2025-11-15,2026-01-19,"9116 Washington Ave, Sandy Springs, GA 30000","$860,000.00",Robert Anderson,false,Robert Anderson,Sandy Springs,USA,Fulton,GA,"Washington Ave,",9116,30000,,2026-01-19,"$8,600.00",Broker,"$860,000.00",3%,"$25,800.00","$25,800.00",3%,3%,"$51,600.00","$860,000.00","$860,000.00",11/15/2025,3,5,23425,1660,Multi-Family,2022,0%,Facebook Ads,John Broker,"$10,320.00"
300000233,300000233,"4165 Hillcrest Rd, Smyrna, GA 30000",Under Contract,Pending,,2025-11-18,2026-03-17,2026-05-17,2025-11-18,2025-11-18,2026-01-22,"4165 Hillcrest Rd, Smyrna, GA 30000","$276,900.00",Amanda Garcia,false,Amanda Garcia,Smyrna,USA,Fulton,GA,"Hillcrest Rd,",4165,30000,2026-03-17,2026-01-22,"$2,769.00",Broker,"$276,900.00",3%,"$8,307.00",,3%,0%,"$8,307.00","$276,900.00","$313,900.00",11/18/2025,2,5,6738,4642,Land,1989,0%,Realtor.com,John Broker,"$1,661.40"
300000234,300000234,"4380 Elm St, Roswell, GA 30000",Under Contract,Pending,,2025-03-16,2025-07-09,2025-09-12,2025-03-16,2025-03-16,2025-06-03,"4380 Elm St, Roswell, GA 30000","$294,900.00",Jessica Davis,false,Jessica Davis,Roswell,USA,Fulton,GA,"Elm St,",4380,30000,2025-07-09,2025-06-03,"$2,949.00",Broker,"$294,900.00",3%,,"$8,847.00",0%,3%,"$8,847.00","$294,900.00","$294,900.00",03/16/2025,5,4,28566,3153,Land,1991,0%,Realtor.com,John Broker,"$1,769.40"
